Local time in Chuxiong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.01.2020 20:00,15.5,612.5,760.2,0.4,48,Wind blowing from the south-southwest,2,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,19.9,,,,,,30.0,4.5,No precipitation,12,,,,
09.01.2020 17:00,19.6,612.1,758.1,,34,Wind blowing from the south-west,3,,14,20–30%., ,,,6.3,19.9,,,1000-1500,,,30.0,3.3,No precipitation,6,,,,
09.01.2020 14:00,19.2,613.2,758.9,-2.3,32,Wind blowing from the west-southwest,5,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,19.4,,,1000-1500,,,30.0,2.1,No precipitation,12,,,,
09.01.2020 11:00,12.0,615.5,762.9,,60,Wind blowing from the north-east,1,,4,no clouds, ,,,6.3,19.4,,,,,,20.0,4.5,No precipitation,6,,,,
09.01.2020 08:00,6.6,614.2,762.4,0.1,80,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,19.4,,,2500 or more  or no clouds.,,,30.0,3.4,No precipitation,12,,,,
09.01.2020 05:00,8.1,614.1,761.0,,76,Calm  no wind,0,,,, ,,,5.8,19.4,,,,,,30.0,4.1,No precipitation,6,,,,
09.01.2020 02:00,10.6,614.5,760.6,,66,Wind blowing from the north,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,19.4,,,2500 or more  or no clouds.,,,30.0,4.5,No precipitation,12,,,,
08.01.2020 20:00,15.3,613.4,761.6,1.2,45,Wind blowing from the south-southwest,1,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,19.4,,,,,,30.0,3.4,No precipitation,12,,,,
08.01.2020 17:00,18.0,612.2,759.1,,33,Wind blowing from the west-southwest,6,,13,40%., ,,,5.8,19.4,,,1000-1500,,,30.0,1.5,No precipitation,6,,,,
08.01.2020 14:00,18.6,613.1,759.7,-2.3,42,Wind blowing from the south-southwest,5,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,18.9,,,1000-1500,,,30.0,5.5,No precipitation,12,,,,
08.01.2020 11:00,12.2,615.4,763.8,,67,Wind blowing from the north-northwest,1,,3,50%., ,,,5.8,17.6,,,1000-1500,,,18.0,6.3,No precipitation,6,,,,
08.01.2020 08:00,5.8,614.5,763.6,0.6,90,Wind blowing from the north,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,17.6,,,,,,24.0,4.3,No precipitation,12,,,,
08.01.2020 05:00,6.8,613.9,761.5,,89,Wind blowing from the west,1,,8,, ,,,2.4,17.6,,,,,,29.0,5.1,No precipitation,6,,,,
08.01.2020 02:00,7.9,614.6,762.1,,85,Wind blowing from the west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,17.6,,,2500 or more  or no clouds.,,,27.0,5.5,No precipitation,12,,,,
07.01.2020 20:00,13.0,613.9,763.9,0.9,59,Wind blowing from the south,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,17.6,,,,,,30.0,5.2,No precipitation,12,,,,
07.01.2020 17:00,16.9,613.0,761.2,,42,Wind blowing from the south,4,,10,10%  or less  but not 0, ,,,2.4,17.6,,,1000-1500,,,30.0,3.9,No precipitation,6,,,,
07.01.2020 14:00,16.8,613.9,761.8,-2.6,33,Wind blowing from the south,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,17.4,,,,,,30.0,0.5,No precipitation,12,,,,
07.01.2020 11:00,7.6,616.5,766.9,,63,Wind blowing from the west,0,,3,70 – 80%., ,,,2.4,,,,2500 or more  or no clouds.,,,18.0,1.0,No precipitation,6,,,,
07.01.2020 08:00,2.4,615.7,766.0,0.7,87,Wind blowing from the south-southwest,1,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,17.4,,,2500 or more  or no clouds.,,,28.0,0.5,No precipitation,12,,,,
07.01.2020 05:00,3.8,615.0,763.8,,84,Wind blowing from the north-northwest,1,,12,, ,,,3.8,17.4,,,,,,30.0,1.3,No precipitation,6,,,,
07.01.2020 02:00,6.0,615.1,763.1,,76,Wind blowing from the west,1,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,17.4,,,2500 or more  or no clouds.,,,30.0,2.1,No precipitation,12,,,,
06.01.2020 20:00,13.0,613.9,761.8,1.4,38,Wind blowing from the south-west,3,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,17.4,,,2500 or more  or no clouds.,,,30.0,-1.0,Trace of precipitation,12,,,,
06.01.2020 17:00,16.5,612.5,759.3,,30,Wind blowing from the south-west,6,,17,20–30%., ,,,8.8,17.4,,,1000-1500,,,30.0,-1.1,No precipitation,6,,,,
06.01.2020 14:00,16.9,612.4,758.9,-1.3,39,Wind blowing from the west-southwest,7,,17,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,17.4,,,2500 or more  or no clouds.,,,30.0,2.9,5.0,12,,,,
06.01.2020 11:00,13.5,613.7,761.4,,68,Wind blowing from the south-southwest,5,,,, ,,,8.8,13.5,,,,,,30.0,7.7,4.0,6,,,,
06.01.2020 08:00,9.2,611.9,760.3,1.3,96,Wind blowing from the north-northeast,1,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,,,,2500 or more  or no clouds.,,,10.0,8.6,8.0,12,,,,
06.01.2020 05:00,8.8,610.6,758.6,,96,Calm  no wind,0,,,,Rain (not freezing) not falling as shower(s). ,,,8.4,13.0,,,,,,9.0,8.2,3.0,6,,,,
06.01.2020 02:00,9.5,612.5,760.2,,96,Calm  no wind,0,,,, ,,,8.4,13.0,,,,,,25.0,8.9,3.0,6,,,,
05.01.2020 20:00,10.1,613.3,762.1,1.0,93,Wind blowing from the east-northeast,1,,6,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,13.0,,,2500 or more  or no clouds.,,,26.0,9.0,7.0,12,,,,
05.01.2020 17:00,10.6,612.3,760.7,,91,Wind blowing from the south-southeast,1,,6,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,13.0,,,1000-1500,,,9.0,9.2,4.0,6,,,,
05.01.2020 14:00,12.6,613.0,761.2,-2.0,78,Wind blowing from the south-southeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,13.0,,,1000-1500,,,23.0,8.9,1.0,12,,,,
05.01.2020 11:00,10.9,615.0,763.9,,88,Wind blowing from the east,1,,,90  or more  but not 100%, ,,,8.4,12.4,,,1000-1500,,,13.0,9.0,0.1,6,,,,
05.01.2020 08:00,8.5,614.0,763.3,0.8,96,Wind blowing from the south-east,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,,,,1000-1500,,,20.0,7.9,2.0,12,,,,
05.01.2020 05:00,8.8,613.2,761.5,,91,Wind blowing from the south-southeast,0,,6,, ,,,8.3,13.1,,,,,,30.0,7.4,1.0,6,,,,
05.01.2020 02:00,8.5,614.2,763.0,,92,Wind blowing from the west-northwest,1,,7,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,13.1,,,2500 or more  or no clouds.,,,30.0,7.3,2.0,12,,,,
04.01.2020 20:00,9.5,614.5,763.9,0.6,87,Wind blowing from the south,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,13.8,,,1000-1500,,,30.0,7.4,10.0,12,,,,
04.01.2020 17:00,11.7,613.9,762.4,,77,Wind blowing from the west,3,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,17.0,,,1000-1500,,,30.0,7.8,9.0,6,,,,
04.01.2020 14:00,11.4,614.2,762.7,-1.2,87,Wind blowing from the west,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,,,,1000-1500,,,23.0,9.3,9.0,12,,,,
04.01.2020 11:00,12.4,615.4,763.3,,82,Wind blowing from the west-northwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,,,,1000-1500,,,9.0,9.4,0.2,6,,,,
04.01.2020 08:00,8.7,614.8,762.9,-0.3,82,Calm  no wind,0,,,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,19.4,,,1000-1500,,,20.0,5.8,Trace of precipitation,12,,,,
04.01.2020 05:00,8.7,615.1,762.4,,83,Wind blowing from the north-northwest,1,,6,, ,,,8.3,19.4,,,,,,14.0,6.0,No precipitation,6,,,,
04.01.2020 02:00,9.5,616.0,762.7,,82,Wind blowing from the north,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,19.4,,,2500 or more  or no clouds.,,,23.0,6.6,No precipitation,12,,,,
03.01.2020 20:00,13.8,616.3,764.9,0.8,64,Wind blowing from the south,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,19.4,,,2500 or more  or no clouds.,,,30.0,7.1,No precipitation,12,,,,
03.01.2020 17:00,17.0,615.5,762.8,,51,Wind blowing from the south,4,,,90  or more  but not 100%, ,,,8.3,19.4,,,,,,30.0,6.8,No precipitation,6,,,,
03.01.2020 14:00,18.9,616.5,763.0,-2.1,42,Wind blowing from the south-west,5,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,19.7,,,2500 or more  or no clouds.,,,30.0,5.7,No precipitation,12,,,,
03.01.2020 11:00,13.0,618.6,766.9,,67,Calm  no wind,0,,,90  or more  but not 100%, ,,,8.3,19.7,,,,,,12.0,7.0,No precipitation,6,,,,
03.01.2020 08:00,8.5,617.7,766.3,0.8,85,Wind blowing from the west-northwest,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,19.7,,,2500 or more  or no clouds.,,,28.0,6.1,No precipitation,12,,,,
03.01.2020 05:00,9.1,616.9,764.3,,81,Wind blowing from the west,1,,7,, ,,,6.1,19.7,,,,,,28.0,6.0,No precipitation,6,,,,
03.01.2020 02:00,10.7,617.8,764.9,,75,Wind blowing from the north,0,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,19.7,,,2500 or more  or no clouds.,,,21.0,6.5,No precipitation,12,,,,
02.01.2020 20:00,14.9,617.6,766.8,0.7,53,Wind blowing from the south-southwest,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,19.7,,,,,,30.0,5.4,No precipitation,12,,,,
02.01.2020 17:00,17.8,616.9,765.0,,44,Wind blowing from the south-west,4,,10,90  or more  but not 100%, ,,,6.1,19.7,,,1000-1500,,,30.0,5.4,No precipitation,6,,,,
02.01.2020 14:00,18.0,617.8,765.6,-2.4,48,Wind blowing from the south-southwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,18.9,,,2500 or more  or no clouds.,,,30.0,6.8,No precipitation,12,,,,
02.01.2020 11:00,11.3,620.2,769.8,,66,Wind blowing from the north-northeast,0,,3,90  or more  but not 100%, ,,,6.1,18.9,,,,,,13.0,5.2,No precipitation,6,,,,
02.01.2020 08:00,6.2,619.2,769.1,0.9,83,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,18.9,,,2500 or more  or no clouds.,,,23.0,3.5,No precipitation,12,,,,
02.01.2020 05:00,6.7,618.3,766.6,,83,Calm  no wind,0,,,, ,,,6.2,18.9,,,,,,27.0,4.0,No precipitation,6,,,,
02.01.2020 02:00,8.0,618.6,766.7,,76,Wind blowing from the west-northwest,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,18.9,,,2500 or more  or no clouds.,,,30.0,4.0,No precipitation,12,,,,
01.01.2020 20:00,13.7,618.1,767.6,1.1,51,Wind blowing from the south,2,,12,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,18.9,,,1000-1500,,,30.0,3.8,0.2,12,,,,
01.01.2020 17:00,18.0,617.0,764.9,,36,Wind blowing from the west-southwest,4,,,90  or more  but not 100%, ,,,6.2,18.9,,,,,,30.0,2.7,No precipitation,6,,,,
01.01.2020 14:00,17.7,618.0,765.7,-2.4,42,Wind blowing from the south-west,4,,9,60%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,18.0,,,1000-1500,,,30.0,4.6,0.2,12,,,,
01.01.2020 11:00,9.6,620.4,770.4,,88,Wind blowing from the east,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,,,,1000-1500,,,7.0,7.7,0.1,6,,,,
01.01.2020 08:00,6.5,619.0,769.2,0.8,95,Wind blowing from the north-northeast,1,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,17.8,,,1000-1500,,,8.0,5.8,Trace of precipitation,12,,,,
01.01.2020 05:00,7.3,618.2,766.7,,92,Wind blowing from the west-northwest,1,,8,, ,,,2.2,17.8,,,,,,27.0,6.1,No precipitation,6,,,,
01.01.2020 02:00,9.1,618.2,766.0,,88,Wind blowing from the south,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,17.8,,,2500 or more  or no clouds.,,,30.0,7.2,No precipitation,12,,,,
31.12.2019 20:00,12.5,617.9,769.0,1.3,69,Wind blowing from the south,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,17.8,,,2500 or more  or no clouds.,,,30.0,7.0,No precipitation,12,,,,
31.12.2019 17:00,16.8,616.6,765.8,,47,Wind blowing from the south,4,,,90  or more  but not 100%, ,,,2.2,17.8,,,,,,30.0,5.4,No precipitation,6,,,,
31.12.2019 14:00,17.5,617.8,766.6,-2.7,40,Wind blowing from the south,5,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,17.5,,,2500 or more  or no clouds.,,,30.0,3.8,No precipitation,12,,,,
31.12.2019 11:00,8.1,620.5,772.0,,71,Wind blowing from the east-southeast,0,,3,90  or more  but not 100%, ,,,2.2,17.4,,,,,,12.0,3.2,No precipitation,6,,,,
31.12.2019 08:00,2.3,618.9,770.4,1.1,85,Wind blowing from the west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,17.4,,,2500 or more  or no clouds.,,,13.0,0.0,No precipitation,12,,,,
31.12.2019 05:00,3.6,617.8,767.6,,83,Wind blowing from the west,2,,6,, ,,,1.2,17.4,,,,,,15.0,1.0,No precipitation,6,,,,
31.12.2019 02:00,5.4,617.9,767.1,,74,Wind blowing from the west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,17.4,,,2500 or more  or no clouds.,,,18.0,1.1,No precipitation,12,,,,
